Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,TrafficCondition,Temperature,Humidity,Wind Speed,Air Pressure,CO2Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Car,Diesel,1.216549778,0,92814,23.02213714,1.468558439,Rural,Moderate,-2.182441186,48.47763496,17.58767164,970.5071011,385.3413731,1.334631008,0.1291777499,0.05776794062,0.03562457332,High
Bus,Diesel,3.097535265,6,227119,18.97793527,0.3588939534,Highway,Free flow,-1.121508073,48.5646397,8.961625132,1034.683212,180.0928636,0.4517936581,0.1240593807,0.01985352061,0.03390299582,Medium
Car,Petrol,1.649507144,18,40185,114.3974995,0.8475213629,Highway,Free flow,-7.852491782,27.89028193,2.048884354,986.5707611,154.4138341,1.278858068,0.03334466339,0.0507963286,0.04649952667,Medium
Motorcycle,Electric,1.759187066,27,64398,72.24379154,0.4773695724,Highway,Free flow,-9.302223424,11.49366243,0.8465458906,1024.386231,498.7004335,1.85870462,0.1449878259,0.04291840459,0.05691561422,High
Motorcycle,Petrol,1.851928536,0,251326,76.54045584,0.8930225218,Highway,Heavy,14.4007019,26.19795229,1.251158312,983.5712585,120.9432894,0.1085816213,0.06833291498,0.03882758475,0.03976652966,Low
Truck,Hybrid,2.810876697,23,96682,114.5190559,2.083770274,City,Heavy,10.46161776,84.41038085,8.782289192,1020.888535,491.6120192,1.951359703,0.09102047111,0.05168566484,0.09150508602,High
Car,Hybrid,1.065981069,6,76593,27.66900662,3.69025447,Rural,Heavy,3.768878591,54.30562279,4.696299819,1029.917932,466.9295004,0.6628108376,0.0368914227,0.06765149859,0.01434661746,High
Bus,Electric,2.868525893,1,157499,0.7101046317,1.361741737,Rural,Free flow,39.50232702,85.01981487,9.23846473,1005.806547,371.6040848,1.254259747,0.05380164939,0.05830762651,0.09651525317,High
Bus,Hybrid,3.460878725,6,107518,71.86603795,2.17963311,City,Heavy,9.899809783,74.51619375,9.769790049,1011.954462,311.8878972,0.6273907218,0.1281594107,0.03536944099,0.06125104415,High
Bus,Petrol,3.313130282,18,55535,60.94138239,4.643786439,Highway,Heavy,29.44234496,34.86145146,9.161857042,1020.776057,52.03827121,1.488683814,0.126690366,0.07512058635,0.09505542566,Low
Bus,Diesel,2.790477322,12,109626,57.31804529,1.479108697,City,Moderate,0.5272796666,18.53125004,12.39844814,1018.842736,335.8786473,1.080089189,0.09709646733,0.09898699067,0.07261197804,High
Truck,Electric,5.163562362,24,194762,7.42562535,3.973598766,Rural,Heavy,2.35206043,56.72198123,13.58807571,1022.741555,397.5850834,0.5995567069,0.1298158754,0.09693950845,0.02364737024,High
Car,Hybrid,1.555698801,23,276204,54.53218399,0.7890843624,Rural,Moderate,18.41956836,93.58567056,7.918907916,1034.967534,379.7940356,1.056497025,0.1747605425,0.09969685665,0.07241084348,High
Motorcycle,Electric,3.429623068,4,144679,34.50714781,0.8916087313,City,Free flow,-9.798586515,83.94152068,6.740634243,972.0516418,127.4289928,0.7681082369,0.01610669381,0.05385290825,0.09718398614,Low
Truck,Electric,1.122615368,22,63560,32.94776127,2.280764367,Highway,Heavy,-9.128726905,76.38354926,7.368025689,971.4731508,295.0401936,0.5743598119,0.04909113031,0.01390119453,0.05499837986,Medium
Car,Petrol,1.17000953,18,195285,26.68578962,1.170511252,Rural,Moderate,-2.889063943,76.41740818,1.403630601,1047.068242,297.5890953,1.226312874,0.06627010696,0.07556300852,0.08899838103,Medium
Bus,Electric,3.784102418,0,89610,39.90340317,4.515140369,City,Free flow,1.156052052,52.77532954,6.432615058,1035.132066,343.7970871,1.312668878,0.1196631961,0.0697245728,0.09909374835,High
Car,Hybrid,3.743295809,0,192848,42.37596902,0.2537614556,Rural,Moderate,16.39247579,16.95263688,3.998252924,1009.170514,423.9252569,0.3669262151,0.1365228575,0.09703014686,0.04046614499,High
Motorcycle,Diesel,5.365774267,26,179936,37.05309316,2.986362831,Highway,Free flow,24.31147154,28.55445605,5.816803441,950.8178797,364.2038815,1.865401202,0.1151348723,0.04338888877,0.04712582014,High
Motorcycle,Petrol,3.700943113,17,216381,117.4503259,3.021146981,Highway,Free flow,5.593933199,57.78928388,14.28794201,1035.475823,113.587569,0.1126387971,0.1425670085,0.09947080652,0.03474217142,Low
Motorcycle,Diesel,5.790913306,23,32970,111.9277303,0.3301296376,City,Heavy,1.9535468,31.63534249,19.77076869,1025.159657,58.56393564,0.6261763857,0.094825533,0.01591120878,0.0932620692,Low
Truck,Electric,1.053213212,0,159282,68.94121194,3.662821074,Highway,Heavy,31.14055892,78.1566759,18.47105934,1045.637618,111.4633952,0.7523596338,0.161405142,0.04230775524,0.06638163936,Low
Truck,Electric,1.309639961,26,44088,117.7265806,2.344487723,Rural,Heavy,-1.861150766,37.32167611,16.43250629,951.3161824,68.12687943,0.2262359743,0.0237390644,0.07661327277,0.07815061566,Low
Truck,Diesel,1.02914248,27,11683,118.9437612,3.615366867,City,Moderate,23.91632775,11.38964797,14.74394133,952.8525743,246.5480035,0.2710055989,0.1277723398,0.06536985249,0.02793145903,Medium
Car,Diesel,1.763439622,4,193320,42.7127652,4.13462493,Rural,Heavy,36.56652582,78.2544353,18.89875298,1001.745051,177.6889393,1.710132497,0.01821838077,0.02852131985,0.04864075646,Medium
Motorcycle,Hybrid,3.614604577,8,226608,53.42250549,1.61449676,Highway,Moderate,1.610545512,69.81301833,15.04083692,1035.604921,53.28938414,0.7874901835,0.05388395702,0.04215244476,0.06732905331,Low
Motorcycle,Diesel,4.156975343,11,166624,115.0874132,2.422429415,Rural,Heavy,-5.651731724,25.31568535,9.419093409,1049.131638,86.12517906,0.7939755217,0.02173400898,0.02460331849,0.07622972937,Low
Truck,Diesel,1.037042821,8,230179,73.03514392,1.303803899,Rural,Moderate,38.9879447,98.11152297,12.02723851,982.0025229,228.8941964,1.408351614,0.1229014701,0.09950486488,0.06911972304,Medium
Truck,Hybrid,5.719048627,17,45321,25.55148994,1.007567318,Rural,Heavy,3.538689806,40.31895236,6.115699422,953.6363686,472.892802,1.476137694,0.04998319506,0.05629483015,0.07386628602,High
Car,Hybrid,5.179259959,22,120454,82.7256802,0.002973790213,Rural,Free flow,3.783160453,68.04606735,0.06616675574,969.5508023,497.6594487,1.444284525,0.02747955845,0.08805238025,0.06541863309,High
Truck,Hybrid,2.342384907,10,174933,24.68954185,4.81815756,Rural,Free flow,14.18861457,91.04484403,7.072257887,1037.701037,72.55417758,0.9909498859,0.1569385532,0.04545116813,0.02747428768,Low
Car,Electric,1.201375157,0,170236,40.72292924,2.204642347,Rural,Free flow,1.552882952,15.59965883,8.096597032,996.6450379,423.7610438,1.442697594,0.01010749492,0.03196852415,0.05912378495,High
Truck,Diesel,1.683412781,18,82095,27.30721957,0.06534886529,City,Free flow,39.64361777,87.90217907,14.66184315,1035.330696,266.1159983,1.855500602,0.1143252215,0.05391510959,0.09050870548,Medium
Bus,Electric,1.460110952,21,113610,29.39762591,0.04469288784,City,Free flow,-7.851705707,70.39128644,17.18441008,994.3908292,329.4688546,0.3561669977,0.1846913473,0.07924930204,0.02091069083,High
Car,Petrol,1.441075652,24,176035,0.558669788,1.441762843,Highway,Free flow,12.57365395,16.7562774,19.25309436,955.3389813,277.6861413,1.192185061,0.1597165006,0.09190891279,0.03128448236,Medium
Truck,Petrol,3.496520781,9,3532,105.6850599,0.06968839355,Rural,Free flow,17.41733675,66.45121821,7.035835067,1011.757523,466.02811,1.769594025,0.1247270797,0.02736006806,0.04964309444,High
Bus,Hybrid,2.078406701,1,114527,35.51885943,1.872573088,Rural,Heavy,13.3475429,87.45756177,19.14793873,993.5680496,265.3181853,1.9348371,0.02959976528,0.0215122606,0.01659631033,Medium
Car,Petrol,2.662326526,6,258950,10.36492554,0.3146925072,Highway,Free flow,16.02614864,79.9015408,15.98771113,999.1353199,125.5878397,0.267101321,0.1601361073,0.02449932922,0.04410717535,Low
Motorcycle,Petrol,5.945427734,19,223289,10.43848868,0.1962579558,Highway,Moderate,39.37895721,76.06069725,0.6168875547,1044.897074,400.9339548,1.904667213,0.07371838667,0.03730979043,0.04753079766,High
Motorcycle,Petrol,4.358434094,1,267600,66.72219318,3.34690697,Highway,Moderate,33.84507919,16.13361483,11.90521694,995.7074989,281.1985401,1.48026341,0.03915067996,0.06388509924,0.08395800853,Medium
Truck,Diesel,5.734699469,18,3413,119.1504661,4.534206447,Rural,Moderate,5.422183965,19.06241105,7.312835996,1029.652747,102.6810199,1.476823664,0.1978043622,0.07638849683,0.09867956433,Low
Motorcycle,Hybrid,1.541294086,5,7085,17.40269607,2.046932917,Rural,Heavy,17.57385246,54.7716455,0.6802241851,955.8912562,257.7165221,0.380387677,0.02731086981,0.04282191064,0.02709976268,Medium
Motorcycle,Hybrid,2.787125269,9,159009,11.95461371,4.183852151,City,Heavy,-9.984449374,58.01460167,10.63006166,997.9038952,359.3276729,1.194075916,0.1464716277,0.09270850613,0.02876532164,High
Car,Diesel,3.684605377,8,20563,52.59646565,0.1463273057,City,Free flow,10.47845007,94.36240636,11.69634162,1008.669483,183.1270682,0.7812867797,0.07706605105,0.05143929692,0.09204843377,Medium
Motorcycle,Electric,1.199141922,7,299719,67.59975046,3.88845028,Rural,Free flow,-1.806288857,46.86813347,5.044615097,961.3231092,460.3880163,1.212570612,0.1698557208,0.05395277312,0.09011372063,High
Bus,Hybrid,0.8217747069,25,259605,35.32564307,0.3139999616,City,Heavy,25.56802954,30.25026073,18.79759502,980.2233319,432.4811832,1.501052258,0.1139853237,0.08976886861,0.09662807503,High
Truck,Petrol,4.286258536,29,7386,36.3026511,4.192197116,City,Heavy,1.054478882,19.07729112,12.20908474,1023.959365,305.5527194,0.4484522843,0.1791923705,0.01562110442,0.08566858872,High
Car,Petrol,4.137461487,10,100244,50.93718022,4.411831724,Rural,Heavy,27.44478228,5.417095588,3.519273067,968.3906655,74.46743303,0.3906154004,0.1153303279,0.06478336082,0.05920501015,Low
Truck,Hybrid,2.936101812,8,59150,37.69747382,3.929869212,City,Moderate,5.657991699,6.865357443,14.42513718,962.8451372,312.4689848,0.7780001598,0.07148149534,0.06041881488,0.06189800517,High
Motorcycle,Electric,3.346149195,19,160644,109.83979,4.103745122,City,Free flow,36.29143107,57.41669264,9.982791073,979.927551,237.0221565,1.320409695,0.1924992473,0.04608850276,0.04845884136,Medium
Bus,Hybrid,2.960303603,27,166343,5.034548555,2.807422832,Highway,Heavy,12.27083009,17.62619581,9.464680908,1035.896168,375.8309023,1.380224311,0.09663018071,0.04886831709,0.01095891258,High
Car,Hybrid,0.9248262332,19,180882,28.14841918,1.324424713,Highway,Moderate,31.97588598,85.16170954,16.69066526,1026.29435,170.1639783,1.256771502,0.171552812,0.07201112311,0.0545480677,Medium
Bus,Hybrid,2.543932352,8,76566,97.02633555,3.216155013,Highway,Free flow,21.40830015,59.64718198,2.763595969,1027.680158,322.5935855,1.714000761,0.169599695,0.06121549443,0.0891233811,High
Motorcycle,Diesel,1.720827728,7,144210,100.074975,2.197708245,Rural,Free flow,38.86991075,86.48865579,9.819734763,982.2457523,299.4967256,1.496229584,0.1168921346,0.06899474915,0.01978783726,Medium
Truck,Diesel,1.311805783,27,129549,13.38660948,0.0266828046,Highway,Free flow,27.13613754,42.74618323,15.61526109,959.8939064,287.0827527,1.058942593,0.1051758993,0.04961623539,0.0287942834,Medium
Bus,Petrol,5.774946256,14,178441,116.851614,2.384128532,Highway,Heavy,26.38516612,59.5776995,13.20776878,953.1952748,102.1601218,1.016788746,0.06611045903,0.04622758861,0.02566790842,Low
Bus,Electric,3.91667057,1,146718,83.20258199,3.255939623,Rural,Free flow,3.243299122,52.54283031,0.1082731491,1008.619842,270.4484563,1.615636281,0.1165662258,0.05673185452,0.01107071335,Medium
Car,Hybrid,4.589012678,23,28812,32.71116672,0.06941829846,Highway,Heavy,15.24298755,98.66767497,15.74901184,1020.228559,297.7800587,1.779540841,0.1191814917,0.04833218021,0.02250047001,Medium
Car,Hybrid,2.439891465,0,88958,54.72454378,3.106801681,Rural,Heavy,4.505684434,79.68198932,18.8934383,987.7891138,467.4459735,1.713260977,0.05565375516,0.08606972562,0.05079306043,High
Truck,Electric,2.844365073,8,276772,35.65663435,3.262659531,Rural,Free flow,-9.035328149,59.54000822,14.0933767,1002.886177,257.3888005,1.043057327,0.1629020829,0.0884985702,0.08244382435,Medium
Bus,Petrol,2.032004768,8,24486,18.00266998,0.7905378912,Rural,Moderate,25.52926663,60.65859893,17.5180185,977.9003871,337.939212,1.200464918,0.07412301904,0.01664755227,0.0136204983,High
Bus,Diesel,1.304221489,12,261290,34.94136777,2.155370926,City,Free flow,1.791824985,24.88017127,7.216234379,986.4302218,306.1606087,1.593993743,0.153271469,0.0153187043,0.04788739566,High
Car,Petrol,1.730964515,7,46557,69.6110325,4.821663004,Rural,Free flow,9.866201517,73.47529434,7.012062916,1022.981614,137.8603705,1.200805154,0.1977185272,0.03599797784,0.08602664416,Low
Motorcycle,Hybrid,4.947073036,26,216033,99.11636338,4.420946139,Highway,Heavy,4.231939359,98.2832863,6.417290601,1021.822022,132.9841676,0.5272425921,0.1991377043,0.01775137123,0.09331076841,Low
Car,Hybrid,4.323238187,20,208803,43.62348899,2.054107114,Rural,Moderate,-0.01820717682,12.94313055,14.69938854,952.8091706,382.7291577,1.784922673,0.1740297815,0.05858497535,0.01694495064,High
Truck,Diesel,3.644030155,4,215330,41.74818487,1.74923134,Highway,Free flow,-6.644033781,63.7261198,18.84131913,1044.423157,285.3787724,1.037390952,0.172823737,0.01191368663,0.06973380244,Medium
Motorcycle,Electric,3.270467339,28,16494,56.16008413,0.6204034049,Highway,Heavy,6.894495439,51.78813215,17.70801543,976.9011916,453.214821,1.965926586,0.1631342853,0.08064272014,0.07216696866,High
Bus,Hybrid,5.596658275,2,296630,77.346672,0.1759454227,Rural,Heavy,-5.912753824,85.04111927,3.004278014,1040.75865,458.6698549,1.151170642,0.1424801038,0.06841266576,0.09714480706,High
Bus,Diesel,1.178221728,20,219508,90.19395149,1.487313887,Highway,Heavy,17.01595702,0.004686979161,12.5221547,1001.189683,183.684099,0.835179008,0.04495663436,0.02906107526,0.01282018908,Medium
Car,Diesel,2.259124229,3,61635,39.21594058,4.701416735,Rural,Heavy,-9.018794812,13.65848874,19.91916559,999.9182016,95.68709819,0.5052545881,0.030514107,0.03965778597,0.08219585317,Low
Motorcycle,Petrol,2.619676839,16,131197,70.36229614,4.793067257,Highway,Moderate,37.00099398,3.707278612,5.907368349,995.0613164,204.8362576,0.7553194768,0.118699422,0.03750379021,0.06536734511,Medium
Motorcycle,Petrol,4.868614224,15,48814,46.72330095,4.062596703,City,Heavy,38.32375097,16.29332684,12.69569586,1042.242739,80.16743794,0.519162393,0.1385542297,0.09303278729,0.01637974461,Low
Bus,Hybrid,5.961076025,15,123141,85.96798204,1.754124068,Rural,Moderate,5.232692415,70.79362803,18.1324766,970.8107984,401.5646394,1.85109908,0.08610929391,0.0898344467,0.04062094283,High
Motorcycle,Diesel,2.051486677,24,62363,19.76099046,0.7181321644,Highway,Heavy,3.00973204,13.96714244,17.9909628,1011.164517,115.7817332,1.240938011,0.190258874,0.06078979336,0.05944965066,Low
Bus,Petrol,5.346398138,25,43162,30.83098381,2.977667378,Rural,Heavy,-4.779740015,62.23310514,6.429505645,981.7781607,439.8617731,1.658356662,0.057706932,0.0427615837,0.01477783474,High
Motorcycle,Petrol,5.119238354,29,247364,51.12725038,3.232525036,Highway,Free flow,35.24594633,86.82057577,1.878498299,1041.523862,236.8972416,0.4957596233,0.05780828564,0.0515586493,0.07351063674,Medium
Truck,Electric,1.968218468,19,127083,106.7297748,2.122867846,Highway,Free flow,19.34319626,3.462355794,12.92017918,966.9340543,175.3717031,0.2179463595,0.1750832626,0.06111063079,0.08865547994,Medium
Motorcycle,Hybrid,2.876529417,2,7590,68.79909472,3.458233978,Rural,Moderate,20.50624615,2.678641588,18.93934996,1017.618977,275.6834417,0.8959184871,0.1066908029,0.054330504,0.05929780251,Medium
Car,Hybrid,2.93029892,5,296994,115.8475343,3.733409428,City,Heavy,34.79282313,98.98482743,10.15967456,992.1758439,322.461534,1.87884165,0.0168359792,0.01562894077,0.07127863693,High
Car,Diesel,5.886747476,0,287374,12.39332223,3.915308318,City,Heavy,35.53933969,67.32745656,9.154147893,1016.122287,365.6945389,0.3148064644,0.04722402086,0.05165086321,0.06665609494,High
Motorcycle,Diesel,1.740637887,20,277202,55.22104964,2.511490557,Highway,Free flow,31.41708349,14.06952217,17.27896815,965.7607517,202.1820245,1.598329244,0.1173665593,0.09280977185,0.01522720118,Medium
Car,Petrol,4.95562145,15,79837,50.28942361,3.958203888,City,Moderate,28.67207805,30.66919899,8.491933581,989.3659086,492.33686,0.212480857,0.07193285612,0.04676995022,0.03884914439,High
Car,Petrol,2.537802114,14,103397,72.02474117,0.1273821313,City,Moderate,33.86206111,98.50051533,13.61857409,960.7262516,240.0292761,0.4138490589,0.1029851631,0.07309586184,0.08575031957,Medium
Truck,Diesel,4.600525798,6,289183,97.43575304,3.402021834,Highway,Moderate,33.79853033,22.72165741,7.772847155,1046.877698,425.510714,1.486902967,0.1608525018,0.09973529899,0.08064550941,High
Truck,Petrol,2.984057222,1,252903,100.9737631,1.178169785,Highway,Free flow,8.432242814,75.28265651,7.542749857,971.3992404,65.6904516,0.5008704282,0.1040566458,0.05972270102,0.04086193525,Low
Bus,Hybrid,3.807470768,9,196892,80.42335304,1.352601458,City,Free flow,38.669561,24.11820771,3.756151307,1049.322613,400.0834088,0.1418625203,0.09838213171,0.05351056142,0.05687152202,High
Motorcycle,Diesel,5.129581221,24,43525,76.98436371,0.456508533,City,Moderate,25.45661066,39.84676305,1.769033406,991.8498158,298.1021663,0.5168591862,0.0434432383,0.03427690989,0.09366475918,Medium
Motorcycle,Diesel,4.981660938,27,126681,113.883545,0.961961318,City,Free flow,8.510471701,88.07042517,17.70321352,957.1549127,337.831524,1.492281225,0.03779567118,0.03063313832,0.09817994278,High
Motorcycle,Electric,5.305400554,14,84194,46.0424882,4.960041165,Highway,Heavy,12.10247586,2.843894124,3.624396485,951.7575183,217.7954481,1.111127907,0.0920155247,0.06001496798,0.08240683083,Medium
Truck,Diesel,1.110010092,5,159515,99.9339977,2.076950653,City,Heavy,24.35655291,30.72351594,1.244368044,1009.895637,295.1782723,1.139733283,0.04982443549,0.07085414342,0.03490889706,Medium
Truck,Diesel,4.398662876,1,266116,110.5804473,4.638826993,Highway,Heavy,8.054945482,48.71927084,11.64616218,1011.472966,469.4992037,0.8798181881,0.08608247591,0.04850707658,0.01899012134,High
Car,Diesel,1.527934359,23,64936,58.98470931,0.814497641,City,Moderate,31.3278856,62.54947378,10.91993497,1002.479316,223.7165466,0.377069448,0.117454469,0.01015988435,0.09066815707,Medium
Bus,Petrol,2.962256554,23,109877,87.49230943,1.02029421,Rural,Free flow,-2.59681894,2.824165496,11.35513407,956.6399175,97.59471668,0.5095423428,0.03137977495,0.06041455465,0.06947182769,Low
Car,Hybrid,3.652659758,16,291663,45.2423828,2.789066769,Highway,Free flow,35.37971494,41.06709664,9.362097762,983.1504369,374.230692,0.4517825741,0.04732719785,0.06144495183,0.08524185314,High
Car,Electric,2.894245321,27,55881,19.0654817,1.747662704,Highway,Moderate,5.059875592,34.42871819,2.838727044,985.9070806,277.323802,1.44363591,0.1728574443,0.01657996315,0.01695023344,Medium
Motorcycle,Electric,3.501980714,0,286876,70.38046578,3.219576043,Highway,Heavy,-2.364360733,2.686660192,0.418296662,1020.481673,241.2236028,1.709474153,0.1303576883,0.01914234664,0.06067508413,Medium
Motorcycle,Diesel,5.981936806,0,148745,23.5765981,2.110232879,Highway,Moderate,32.90121407,35.53677108,0.9282785445,991.8854725,400.0182262,0.5513004482,0.1515156105,0.03741192741,0.08865719881,High
Truck,Diesel,1.503130031,27,75909,54.9118957,4.057986187,Highway,Moderate,1.973161947,93.16882891,18.86294292,1007.296711,302.9795726,0.427794389,0.1028395105,0.06382379268,0.01552304098,High
Motorcycle,Diesel,4.312371436,3,248271,104.7455176,2.157795356,Highway,Moderate,32.1697869,27.46284427,10.63708517,978.6330342,334.121313,0.578229232,0.1408887674,0.02589593138,0.09385289672,High
Bus,Petrol,2.859205025,19,5720,10.32218251,2.861745912,City,Moderate,4.813220172,58.55912975,7.99441871,1022.598174,466.7341956,1.883696806,0.09232767985,0.04098412283,0.06923268496,High
Bus,Diesel,1.491650954,15,51940,3.65142428,1.605366,Rural,Moderate,36.69321438,29.80957074,8.216636323,954.6765915,76.32995248,0.5058780352,0.03461607337,0.02324835363,0.043138031,Low
Truck,Electric,1.62543117,7,71762,72.77734169,3.520204937,Highway,Free flow,0.9538819901,10.66661206,13.04390696,1048.850426,168.0719424,1.410941726,0.09308468511,0.04020708205,0.07091512475,Medium
Car,Diesel,5.736220152,0,199584,39.72735919,3.273671045,City,Moderate,-6.517500446,28.972348,7.533255552,1014.149259,454.1996567,0.3218058201,0.1289583984,0.07555551394,0.0742886128,High
Car,Electric,5.373927783,25,169091,50.15252483,1.985005164,Highway,Heavy,36.82655817,47.07591389,15.92918133,964.8861176,406.7275796,1.354502317,0.05805225465,0.04361871679,0.06725729902,High
Motorcycle,Electric,5.516618194,18,84833,48.68527064,1.380160514,Rural,Moderate,-1.718712888,29.62083978,5.198858345,1021.749082,134.8693461,0.5645858466,0.143730284,0.08357167707,0.07540075061,Low
Truck,Hybrid,5.955970434,10,280350,10.39442748,3.070521874,Rural,Moderate,37.20662709,62.41693212,7.34518259,1028.655717,126.1031944,1.690637709,0.03537281821,0.09346925164,0.02198413745,Low
Bus,Diesel,1.883240028,16,272880,0.4279719216,4.715758246,Rural,Heavy,31.19886751,94.9088722,18.69993631,1028.859599,421.3115042,0.1441291225,0.05402610263,0.03764960097,0.05849357503,High
Bus,Electric,2.648284554,24,138043,107.8107891,0.6632151201,Rural,Moderate,-5.903730514,6.927156402,5.205673484,977.0732159,298.7887308,1.050489847,0.1478224779,0.06594546372,0.03842059553,Medium
Truck,Hybrid,4.279938956,9,257989,26.13582731,3.995583092,City,Free flow,12.25675995,71.70043607,13.23171795,1045.863771,437.15289,1.360300218,0.05461351531,0.03362335511,0.02162107895,High
Car,Petrol,3.315773207,11,131003,51.12947902,2.714958864,Rural,Heavy,-6.330017093,0.1256407094,7.291345522,951.7737881,462.9578585,1.512657475,0.1295170446,0.0611987366,0.07347160892,High
Truck,Petrol,2.975625574,8,253686,116.6310956,2.627798476,Highway,Free flow,6.489328231,0.1021499051,9.423942281,987.9839447,81.29447781,1.810670015,0.1441159327,0.02073455432,0.06406094068,Low
Bus,Petrol,2.660618497,6,55155,99.21150984,4.808420738,City,Free flow,7.575153912,13.29193547,0.903765721,960.421817,486.400232,1.289119804,0.05034593486,0.064210687,0.09994855444,High
Bus,Electric,3.887659286,28,128491,12.95170263,3.029373988,Rural,Heavy,19.98166652,47.99305042,3.3446778,988.4859406,372.4131149,0.3443509167,0.1059796092,0.02553826145,0.08551741244,High
Bus,Petrol,3.793085829,11,142180,61.02228379,4.152589139,City,Heavy,38.79477839,4.800403491,2.038255683,955.7224997,425.5095471,1.474683462,0.1889969684,0.04542659443,0.0467596599,High
Bus,Petrol,1.639580737,14,77613,87.60948318,2.572386244,Rural,Moderate,-1.511827995,72.21517678,16.89430295,1014.497973,333.6503502,1.103290103,0.1224430695,0.03130470904,0.08015553679,High
Truck,Diesel,3.253047155,7,56938,83.8071342,1.249266836,City,Heavy,6.457548237,2.928154512,19.23382516,956.2461157,187.3227904,0.2892727043,0.0170503714,0.08159851314,0.02674131093,Medium
Car,Electric,3.678053236,16,101163,91.30102229,3.472451357,Highway,Moderate,19.35512471,49.54317747,1.359492286,1011.584679,319.7438642,0.3666717845,0.04711156457,0.02635344199,0.05233212972,High
Truck,Hybrid,3.765492081,4,228861,54.89455859,4.615884522,Rural,Free flow,-1.428957234,67.60986377,1.536915404,973.4084259,282.1416773,1.673911016,0.1658450679,0.09670173531,0.04630954622,Medium
Truck,Petrol,1.892557403,13,17751,21.11075152,4.206150478,Highway,Moderate,25.53548311,23.7550606,11.04337884,967.9147876,469.4336267,1.174522112,0.1007887299,0.02071528654,0.06496145111,High
Car,Hybrid,4.65981124,1,201818,55.78469327,0.9918180312,Rural,Heavy,10.18298579,57.92981371,10.0806985,984.7000864,299.7636652,0.399866251,0.02328345963,0.04724560083,0.08242668296,Medium
Bus,Petrol,0.9310352931,15,294534,77.7464699,1.584445595,Highway,Heavy,37.47861478,26.1781415,13.01144266,1014.096103,62.55259619,1.598086328,0.07818867785,0.07914003907,0.05155122516,Low
Motorcycle,Diesel,2.645125649,28,108712,73.03105039,2.58440337,City,Moderate,21.49354726,21.40972607,14.73611671,1007.820049,358.7428399,1.21431086,0.1457162852,0.02053996784,0.08783135131,High
Car,Petrol,4.857105772,16,60403,8.462646455,2.858016476,Rural,Moderate,8.154035561,81.83894144,15.94438931,1018.04716,72.74324492,0.4180277624,0.1513720178,0.03829773377,0.07778077922,Low
Bus,Diesel,3.732243189,2,289003,7.79429209,0.9690705723,City,Heavy,25.97365605,33.29133413,2.981667605,1041.898098,474.8003544,0.9545693764,0.1216730857,0.05075212824,0.03431608189,High
Bus,Hybrid,2.158044649,22,99124,115.8309397,1.1500617,Highway,Heavy,31.9377289,81.3979567,0.7567145847,970.3303179,268.9666944,1.864976521,0.1528050436,0.07860789475,0.05795521324,Medium
Truck,Electric,4.413756221,0,125940,18.2166546,3.794155345,Highway,Moderate,30.0239882,21.69094118,17.78317745,991.3357113,485.6034648,1.527818934,0.09059536398,0.08086494696,0.08654545626,High
Car,Diesel,3.75043291,26,289244,35.33549568,3.651587084,Highway,Heavy,3.138219706,35.58655705,9.390817874,976.5820616,61.63910488,0.8350110881,0.1005268939,0.08699821108,0.07780419066,Low
Truck,Electric,4.940466769,17,193356,92.11613786,4.196044073,Highway,Free flow,10.84916761,10.26588137,19.42488653,1008.634799,289.7824624,0.1100300849,0.09171748809,0.03757941296,0.08387855282,Medium
Car,Electric,4.622130968,17,229179,49.1612491,4.664649036,City,Moderate,12.60888305,49.65003883,10.6553897,978.3400794,151.7927464,0.5293325434,0.06559665742,0.01137866849,0.03323097916,Medium
Motorcycle,Petrol,3.972561195,3,102757,21.77578239,1.541305595,Rural,Moderate,9.419169609,38.15942924,10.20054751,1005.80167,338.3336177,0.4435999254,0.1335333828,0.07475509019,0.08019699659,High
Car,Petrol,3.338523912,14,85049,56.06788588,4.297974783,City,Free flow,5.543179143,0.5956619659,12.45958718,1032.31638,274.1946419,0.8176304216,0.1359318899,0.02557480742,0.04651489915,Medium
Motorcycle,Diesel,1.492547053,27,44974,68.27399649,3.330058956,City,Free flow,27.63738996,46.48551277,3.402879631,1005.094546,304.7561628,1.776770993,0.1742084669,0.04510469981,0.09640084171,High
Truck,Hybrid,2.158931693,18,177550,54.33199311,4.788852119,Rural,Free flow,-9.388787828,7.441463645,5.080810101,1033.812914,211.8382675,0.4419823867,0.07059719156,0.0824376591,0.05192885698,Medium
Car,Petrol,2.979317259,18,211468,110.2735291,1.36037078,City,Free flow,4.677211443,83.69560458,18.11612919,1011.13502,73.1950014,0.1945130658,0.1319604466,0.06494082548,0.09072568213,Low
Car,Petrol,3.916356292,9,150856,34.16391541,1.348357508,Rural,Moderate,-2.919137151,49.36931743,4.246555,1037.029983,97.74347395,0.3495296714,0.07510967533,0.08861355493,0.06968044027,Low
Motorcycle,Electric,3.471280847,4,11774,79.35985928,3.521467243,City,Free flow,-3.561534205,69.00506965,4.65941664,1043.041709,436.3522526,0.9478068225,0.1819600706,0.0687678398,0.09400132436,High
